Element_ID,Wall_Element_ID,Building_Level,Orientation,Glass_Area_m2,Window_Width_m,Window_Height_m,Azimuth_degrees,Annual_Radiation_kWh_m2,PV_Suitable,BIPV_Technology,BIPV_Efficiency_%,BIPV_Transparency_%,BIPV_Power_Density_W_m2,System_Capacity_kW,Annual_Generation_kWh,Cost_per_m2_EUR,Total_System_Cost_EUR,Payback_Period_Years,Solution_Status
375356,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
375357,342236,1,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375358,342236,0,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
375370,342236,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375371,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
375372,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
375373,342236,1,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375374,342236,0,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377492,342328,4,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377493,342328,5,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377494,342328,5,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377495,342328,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377496,342328,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377706,342328,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377707,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377708,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377709,342328,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377710,342328,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377749,342328,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377750,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377751,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377752,342328,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377753,342328,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377754,342328,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377755,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377756,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377757,342328,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377758,342328,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377773,342328,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377774,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377775,342328,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377776,342328,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377777,342328,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377821,342325,4,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377822,342325,5,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377823,342325,5,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377824,342325,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377825,342325,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377826,342325,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377827,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377828,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377829,342325,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377830,342325,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377831,342325,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377832,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377833,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377834,342325,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377835,342325,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377836,342325,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377837,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377838,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377839,342325,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377840,342325,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
377841,342325,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377842,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377843,342325,4,N/A,2.06,1.76,1.17,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,78.0,408.0,840.0,34.4,INCLUDED
377844,342325,2,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
377845,342325,1,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
378072,342330,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378073,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378074,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378075,342330,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378076,342330,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378077,342330,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378078,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378079,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378080,342330,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378081,342330,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378082,342330,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378083,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378084,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378085,342330,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378086,342330,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378087,342330,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378088,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378089,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378090,342330,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378091,342330,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378092,342330,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378093,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378094,342330,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378095,342330,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378096,342330,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378097,342327,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378098,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378099,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378100,342327,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378101,342327,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378102,342327,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378103,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378104,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378105,342327,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378106,342327,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378107,342327,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378108,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378109,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378110,342327,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378111,342327,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378112,342327,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378113,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378114,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378115,342327,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378116,342327,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378117,342327,3,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378118,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378119,342327,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
378120,342327,2,N/A,13.43,4.49,2.99,354.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378121,342327,1,N/A,14.51,4.67,3.11,354.1,233.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,546.0,408.0,5920.0,34.4,INCLUDED
378216,342324,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378217,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378218,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378219,342324,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378220,342324,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378221,342324,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378222,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378223,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378224,342324,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378225,342324,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378226,342324,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378227,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378228,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378229,342324,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378230,342324,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378231,342324,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378232,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378233,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378234,342324,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378235,342324,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378236,342324,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378237,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378238,342324,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378239,342324,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378240,342324,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378311,342326,3,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378312,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378313,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378314,342326,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378315,342326,1,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
378316,342326,3,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378317,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378318,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378319,342326,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378320,342326,1,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
378321,342326,3,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378322,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378323,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378324,342326,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378325,342326,1,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
378326,342326,3,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378327,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378328,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378329,342326,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378330,342326,1,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
378331,342326,3,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378332,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378333,342326,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
378334,342326,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378335,342326,1,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
378424,342331,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378425,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378426,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378427,342331,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378428,342331,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378429,342331,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378430,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378431,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378432,342331,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378433,342331,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378434,342331,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378435,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378436,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
378437,342331,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378438,342331,1,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
378439,342331,3,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
378440,342331,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
